TIMESTAMP,num_prefill_tokens,num_decode_tokens,arrived_at
1970-01-04 12:00:00.000000,1135,12,0.0
1970-01-04 12:00:00.363828,1417,5,0.3638283465888503
1970-01-04 12:00:00.937968,1729,53,0.9379681239446619
1970-01-04 12:00:01.360013,276,15,1.3600129905979506
1970-01-04 12:00:01.719876,25,411,1.7198763745144172
1970-01-04 12:00:01.971784,616,6,1.971784256158074
1970-01-04 12:00:02.446371,323,30,2.44637136241801
1970-01-04 12:00:02.709466,839,242,2.709465853466531
1970-01-04 12:00:03.725934,23,140,3.725934156567174
1970-01-04 12:00:05.241323,610,36,5.241322582648917
1970-01-04 12:00:05.462398,414,24,5.462397828775662
1970-01-04 12:00:06.179607,1297,234,6.179607492761567
1970-01-04 12:00:06.523687,555,214,6.523687085692579
1970-01-04 12:00:06.907428,412,18,6.907427815630326
1970-01-04 12:00:08.095201,912,16,8.095201143139098
1970-01-04 12:00:08.128886,730,652,8.128885876813543
1970-01-04 12:00:08.170559,539,515,8.170559490125086
1970-01-04 12:00:08.179897,937,144,8.179896901180731
1970-01-04 12:00:08.997034,376,242,8.997034126147538
1970-01-04 12:00:09.685393,1740,35,9.685392632143065
1970-01-04 12:00:10.618108,1160,13,10.618107732003889
1970-01-04 12:00:12.375923,1615,171,12.375923429451591
1970-01-04 12:00:13.109747,371,6,13.1097472278288
1970-01-04 12:00:13.392686,529,4,13.392686408909015
1970-01-04 12:00:14.085960,216,152,14.085959998339941
1970-01-04 12:00:14.143503,7,155,14.143502586605333
1970-01-04 12:00:14.610443,161,23,14.610442877527424
1970-01-04 12:00:14.681176,259,768,14.681176446774348
1970-01-04 12:00:16.004340,1690,41,16.004340080919047
1970-01-04 12:00:16.341633,1324,2,16.341632551004103
1970-01-04 12:00:16.586463,1201,31,16.586462593655877
1970-01-04 12:00:16.726934,333,215,16.726933612211514
1970-01-04 12:00:17.407279,598,24,17.407278681343737
1970-01-04 12:00:17.685716,531,8,17.685716357368005
1970-01-04 12:00:18.069869,30,116,18.06986936622177
1970-01-04 12:00:18.078541,439,21,18.078540713267433
1970-01-04 12:00:18.518029,613,313,18.518029138042227
1970-01-04 12:00:18.950942,483,301,18.950941905056524
1970-01-04 12:00:19.389592,369,759,19.389592406875604
1970-01-04 12:00:20.705211,1466,10,20.705210728585786
1970-01-04 12:00:21.228703,1226,10,21.228702823968817
1970-01-04 12:00:21.432368,1318,71,21.432368420645954
1970-01-04 12:00:21.695012,13,467,21.695011807506518
1970-01-04 12:00:22.241804,102,10,22.241803945167486
1970-01-04 12:00:22.270200,1581,244,22.270199509019058
1970-01-04 12:00:22.772559,1850,31,22.772559499902734
1970-01-04 12:00:23.280261,782,3,23.28026118369445
1970-01-04 12:00:23.388241,15,145,23.38824139184714
1970-01-04 12:00:23.451340,891,100,23.451340220479114
1970-01-04 12:00:23.624580,1202,12,23.624579976427217
1970-01-04 12:00:23.831255,393,32,23.831255202185567
1970-01-04 12:00:24.217279,789,188,24.217279330483127
1970-01-04 12:00:24.481199,39,5,24.481199015479515
1970-01-04 12:00:26.517541,1149,34,26.51754067518651
1970-01-04 12:00:26.566745,854,17,26.566745298059786
1970-01-04 12:00:26.673855,1072,443,26.67385456234914
1970-01-04 12:00:26.754272,1951,43,26.754272186776387
1970-01-04 12:00:27.238269,1030,1013,27.238268861019318
1970-01-04 12:00:27.371791,1870,10,27.37179139126264
1970-01-04 12:00:27.658850,267,162,27.6588503997537
1970-01-04 12:00:27.786977,972,521,27.786977034589295
1970-01-04 12:00:27.866121,810,316,27.866121012999905
1970-01-04 12:00:27.919586,351,479,27.919586344218718
1970-01-04 12:00:28.407848,603,608,28.407847916698326
1970-01-04 12:00:28.475831,1846,6,28.475830669332975
1970-01-04 12:00:28.575890,371,84,28.57589037342671
1970-01-04 12:00:28.786182,273,326,28.786182471968296
1970-01-04 12:00:29.572620,500,15,29.572619798495403
1970-01-04 12:00:29.619315,655,255,29.619314603827775
1970-01-04 12:00:30.451232,840,200,30.45123182640835
1970-01-04 12:00:30.497419,518,467,30.497419155690743
1970-01-04 12:00:32.211262,594,14,32.21126210458427
1970-01-04 12:00:32.500330,899,113,32.50033026580273
1970-01-04 12:00:34.220068,285,259,34.22006840162881
1970-01-04 12:00:34.644516,332,327,34.64451571650124
1970-01-04 12:00:35.259028,27,232,35.25902783750088
1970-01-04 12:00:35.277303,406,11,35.2773027186362
1970-01-04 12:00:35.429262,1747,7,35.429261687914654
1970-01-04 12:00:35.487802,697,53,35.48780192173158
1970-01-04 12:00:35.648340,727,11,35.64833956144062
1970-01-04 12:00:35.706117,508,14,35.706117226226496
1970-01-04 12:00:35.881066,694,625,35.88106623550541
1970-01-04 12:00:36.125585,1968,3,36.12558481207426
1970-01-04 12:00:36.155892,374,19,36.155892193327304
1970-01-04 12:00:36.694950,1884,38,36.6949502628726
1970-01-04 12:00:37.077166,223,47,37.07716628354946
1970-01-04 12:00:37.218156,494,6,37.21815592463373
1970-01-04 12:00:37.556789,2043,3,37.55678858821656
1970-01-04 12:00:37.601886,618,410,37.60188587447039
1970-01-04 12:00:37.994067,1103,614,37.99406673937802
1970-01-04 12:00:39.205155,701,284,39.205155162240274
1970-01-04 12:00:39.380497,330,3,39.380496972728245
1970-01-04 12:00:39.883741,1416,18,39.88374082244717
1970-01-04 12:00:39.948349,349,17,39.94834914885596
1970-01-04 12:00:40.524319,398,312,40.52431890072234
1970-01-04 12:00:40.680504,8,99,40.68050366406031
1970-01-04 12:00:40.773007,1243,193,40.77300672087405
1970-01-04 12:00:41.176723,863,332,41.17672285632073
1970-01-04 12:00:41.186009,1787,9,41.18600854973657
1970-01-04 12:00:41.993204,87,392,41.993204470939475
1970-01-04 12:00:41.995356,1701,86,41.995356029600366
1970-01-04 12:00:42.513132,997,755,42.5131316338005
1970-01-04 12:00:42.657004,899,27,42.65700439589439
1970-01-04 12:00:43.264437,55,270,43.264436569658216
1970-01-04 12:00:44.761645,935,656,44.761644881906214
1970-01-04 12:00:44.892397,1690,246,44.8923973287759
1970-01-04 12:00:45.284806,526,25,45.28480554105225
1970-01-04 12:00:45.694676,578,30,45.69467565880519
1970-01-04 12:00:46.082891,995,43,46.08289089153873
1970-01-04 12:00:46.198283,235,12,46.19828288945752
1970-01-04 12:00:47.593612,1174,282,47.59361166887959
1970-01-04 12:00:47.864526,1344,6,47.86452551007266
1970-01-04 12:00:48.720964,10,152,48.72096433122152
1970-01-04 12:00:49.270559,11,283,49.27055910153264
1970-01-04 12:00:49.431940,358,14,49.43193973336308
1970-01-04 12:00:50.200361,7,32,50.20036131268597
1970-01-04 12:00:50.431227,1313,2,50.43122702746449
1970-01-04 12:00:51.404712,235,32,51.40471245133792
1970-01-04 12:00:51.802672,1553,8,51.80267168267717
1970-01-04 12:00:52.778594,888,89,52.77859418300195
1970-01-04 12:00:53.317741,293,320,53.31774066481821
1970-01-04 12:00:53.908328,1123,714,53.90832775645765
1970-01-04 12:00:54.226408,1274,11,54.22640750895831
1970-01-04 12:00:55.655193,1078,6,55.65519299148185
1970-01-04 12:00:56.127329,1427,2,56.12732877125567
1970-01-04 12:00:56.379396,363,33,56.379395513260945
1970-01-04 12:00:56.805637,796,51,56.80563682682621
1970-01-04 12:00:56.814496,563,8,56.81449615436205
1970-01-04 12:00:56.978577,404,136,56.97857716762283
1970-01-04 12:00:57.471981,400,17,57.471980685822984
1970-01-04 12:00:57.628598,45,283,57.62859765535501
1970-01-04 12:00:58.068541,45,43,58.068540540493565
1970-01-04 12:00:58.324523,1445,350,58.32452274583983
1970-01-04 12:00:58.391071,446,14,58.391070847969836
1970-01-04 12:00:58.553002,763,202,58.55300187863334
1970-01-04 12:00:58.938779,680,514,58.93877946519497
1970-01-04 12:00:59.347341,276,938,59.34734132765316
1970-01-04 12:00:59.737778,257,327,59.73777777075055
1970-01-04 12:01:00.221896,228,21,60.22189635275822
1970-01-04 12:01:00.704570,1518,23,60.70457045384436
1970-01-04 12:01:00.962678,956,8,60.96267811226342
1970-01-04 12:01:01.999768,1435,18,61.9997679267125
1970-01-04 12:01:02.209218,737,11,62.20921838679137
1970-01-04 12:01:02.470915,838,809,62.470915100824904
1970-01-04 12:01:03.488019,736,321,63.48801893066622
1970-01-04 12:01:04.238144,32,165,64.23814353122961
1970-01-04 12:01:04.794495,782,6,64.79449529741164
1970-01-04 12:01:04.842775,116,68,64.84277536344743
1970-01-04 12:01:05.994447,1408,9,65.99444719867054
1970-01-04 12:01:06.567068,844,239,66.56706778335561
1970-01-04 12:01:09.659819,1101,219,69.6598192046309
1970-01-04 12:01:09.733817,1086,2,69.73381695855011
1970-01-04 12:01:10.659947,404,317,70.65994669237502
1970-01-04 12:01:10.741010,1081,87,70.74100981425441
1970-01-04 12:01:11.178023,985,908,71.17802303283675
1970-01-04 12:01:11.238450,88,35,71.23844987175215
1970-01-04 12:01:12.099675,1501,387,72.099674511697
1970-01-04 12:01:12.852460,30,417,72.85246038281346
1970-01-04 12:01:13.237320,403,103,73.23732024497689
1970-01-04 12:01:13.476347,1349,21,73.47634654409812
1970-01-04 12:01:13.509112,355,702,73.50911243663592
1970-01-04 12:01:14.055599,455,399,74.055598639401
1970-01-04 12:01:14.331850,1632,176,74.33184964570813
1970-01-04 12:01:14.917145,471,148,74.91714527240005
1970-01-04 12:01:15.837270,1471,42,75.83726995156617
1970-01-04 12:01:17.533252,137,830,77.53325180395656
1970-01-04 12:01:18.418544,1205,704,78.41854425344998
1970-01-04 12:01:18.423931,143,429,78.42393087499161
1970-01-04 12:01:18.627932,808,13,78.62793216823194
1970-01-04 12:01:19.226469,403,14,79.22646856439636
1970-01-04 12:01:19.312546,283,13,79.31254626720731
1970-01-04 12:01:19.649063,790,22,79.6490633445237
1970-01-04 12:01:19.674604,1408,2,79.67460394123825
1970-01-04 12:01:19.776610,306,180,79.77661043606986
1970-01-04 12:01:19.785157,1670,232,79.7851569369933
1970-01-04 12:01:20.506717,100,19,80.50671704050367
1970-01-04 12:01:20.622605,456,15,80.62260536600746
1970-01-04 12:01:20.816277,155,266,80.81627718526826
1970-01-04 12:01:22.019577,399,36,82.01957724184585
1970-01-04 12:01:22.576741,1018,24,82.57674149879728
1970-01-04 12:01:22.591533,390,31,82.59153318356775
1970-01-04 12:01:22.673799,813,162,82.6737993968487
1970-01-04 12:01:23.117906,1085,21,83.11790551996818
1970-01-04 12:01:23.511471,392,378,83.51147061464027
1970-01-04 12:01:23.635662,995,357,83.63566173638758
1970-01-04 12:01:24.879707,687,582,84.87970662676535
1970-01-04 12:01:25.314829,382,71,85.31482878284622
1970-01-04 12:01:25.665494,513,911,85.66549377344516
1970-01-04 12:01:26.072981,1341,24,86.07298112133948
1970-01-04 12:01:26.671740,106,228,86.67174015371535
1970-01-04 12:01:26.842660,850,8,86.84265969465875
1970-01-04 12:01:27.074827,1433,40,87.0748266039598
1970-01-04 12:01:27.182495,843,174,87.18249497743214
1970-01-04 12:01:27.276681,525,458,87.27668105700025
1970-01-04 12:01:28.597401,554,31,88.59740133949596
1970-01-04 12:01:29.212417,1382,118,89.2124173063047
1970-01-04 12:01:29.520643,427,269,89.52064340134895
1970-01-04 12:01:29.638592,821,382,89.6385920927163
1970-01-04 12:01:29.772767,1079,32,89.7727670187002
1970-01-04 12:01:29.800095,454,19,89.80009545785116
1970-01-04 12:01:30.060620,738,110,90.06062005642622
1970-01-04 12:01:30.231441,955,211,90.2314405372959
1970-01-04 12:01:30.776290,249,16,90.77628996075214
1970-01-04 12:01:30.993166,1890,12,90.99316598068934
1970-01-04 12:01:31.083666,982,510,91.08366551688871
1970-01-04 12:01:31.095089,39,442,91.0950887639371
1970-01-04 12:01:31.126914,653,291,91.12691398531913
1970-01-04 12:01:31.646932,815,79,91.64693158463675
1970-01-04 12:01:31.923312,1297,184,91.92331157438277
1970-01-04 12:01:32.274909,173,16,92.27490920013561
1970-01-04 12:01:33.312550,184,14,93.31255036243572
1970-01-04 12:01:35.433534,963,646,95.43353444085835
1970-01-04 12:01:35.545302,1573,61,95.5453017672042
1970-01-04 12:01:36.042630,756,994,96.04262950765491
1970-01-04 12:01:36.182335,1486,7,96.18233460481677
1970-01-04 12:01:36.191874,1196,94,96.19187390228959
1970-01-04 12:01:36.841192,15,120,96.84119205703115
1970-01-04 12:01:37.017506,1327,600,97.01750643551243
1970-01-04 12:01:37.238598,547,269,97.23859827197987
1970-01-04 12:01:37.644313,599,34,97.6443134349923
1970-01-04 12:01:38.457179,277,18,98.45717895386967
1970-01-04 12:01:38.910438,811,538,98.91043805259642
1970-01-04 12:01:39.852528,107,271,99.8525277551742
1970-01-04 12:01:39.998619,452,12,99.99861902694232
1970-01-04 12:01:40.729919,20,655,100.72991935129197
1970-01-04 12:01:40.823793,421,9,100.82379261762134
1970-01-04 12:01:42.219534,1458,128,102.2195341686804
1970-01-04 12:01:42.751243,1159,11,102.75124310351485
1970-01-04 12:01:42.862200,1787,244,102.86220012881887
1970-01-04 12:01:44.208248,318,280,104.20824821992997
1970-01-04 12:01:44.808252,552,306,104.80825188104251
1970-01-04 12:01:44.942173,262,2,104.9421725460727
1970-01-04 12:01:45.051852,933,943,105.05185187068292
1970-01-04 12:01:45.385670,1590,15,105.38567023438637
1970-01-04 12:01:45.397555,1386,8,105.39755492006297
1970-01-04 12:01:45.503852,552,19,105.5038520694334
1970-01-04 12:01:45.756578,141,17,105.75657818457569
1970-01-04 12:01:45.970830,1261,166,105.97083028918567
1970-01-04 12:01:46.255552,437,46,106.25555226072827
1970-01-04 12:01:46.404222,917,210,106.40422243904356
1970-01-04 12:01:46.808239,1121,10,106.80823874019168
1970-01-04 12:01:47.719800,259,11,107.71979953348112
1970-01-04 12:01:47.776957,827,25,107.77695728810221
1970-01-04 12:01:48.109997,16,66,108.10999675528657
1970-01-04 12:01:48.174747,1129,77,108.17474739799812
1970-01-04 12:01:48.751576,794,561,108.75157605081891
1970-01-04 12:01:48.982104,733,17,108.98210401956877
1970-01-04 12:01:49.363077,598,14,109.36307693396085
1970-01-04 12:01:49.455630,582,88,109.455629509769
1970-01-04 12:01:49.527161,1862,14,109.52716128880833
1970-01-04 12:01:49.833237,1811,7,109.83323698395215
1970-01-04 12:01:50.034131,835,835,110.03413087874857
1970-01-04 12:01:51.323564,599,536,111.32356440687738
1970-01-04 12:01:51.986218,378,290,111.98621802163625
1970-01-04 12:01:52.617515,1108,8,112.61751542831291
1970-01-04 12:01:53.687455,318,28,113.68745461138724
1970-01-04 12:01:53.727276,1130,239,113.72727567836527
1970-01-04 12:01:54.094540,1252,133,114.09454048259062
1970-01-04 12:01:54.496010,1409,618,114.49601022913731
1970-01-04 12:01:55.990180,1010,28,115.99017995279019
1970-01-04 12:01:56.148132,18,452,116.14813175995664
1970-01-04 12:01:56.274087,724,56,116.27408738995351
1970-01-04 12:01:56.322402,11,145,116.32240152550608
1970-01-04 12:01:56.329975,540,186,116.32997459646043
1970-01-04 12:01:57.542573,605,319,117.54257276636844
1970-01-04 12:01:58.049274,1111,327,118.04927437431094
1970-01-04 12:01:58.752282,1565,115,118.75228179035791
1970-01-04 12:01:58.903555,416,169,118.90355487986052
1970-01-04 12:01:59.307157,561,322,119.30715741053214
1970-01-04 12:01:59.337371,855,512,119.33737090129364
1970-01-04 12:01:59.641283,54,231,119.64128301756244
1970-01-04 12:02:01.375694,1430,494,121.37569398064402
1970-01-04 12:02:02.331834,25,23,122.33183413882239
1970-01-04 12:02:02.520511,545,526,122.52051064642954
1970-01-04 12:02:04.010303,424,398,124.01030305593352
1970-01-04 12:02:04.130795,7,301,124.13079545094375
1970-01-04 12:02:05.494087,860,782,125.49408719408342
1970-01-04 12:02:06.790837,415,271,126.79083699476845
1970-01-04 12:02:07.524761,314,322,127.52476100686842
1970-01-04 12:02:07.979830,785,370,127.97983010261296
1970-01-04 12:02:08.927835,359,317,128.92783533098347
1970-01-04 12:02:09.086351,615,451,129.08635112730616
1970-01-04 12:02:09.950398,1161,214,129.9503976215418
1970-01-04 12:02:10.390175,408,486,130.39017450219808
1970-01-04 12:02:10.396266,703,700,130.39626604314154
1970-01-04 12:02:10.591254,1106,428,130.59125384726593
1970-01-04 12:02:10.664549,1148,20,130.66454943381342
1970-01-04 12:02:12.496755,883,10,132.4967550636711
1970-01-04 12:02:12.794262,945,13,132.79426242060953
1970-01-04 12:02:13.108751,511,25,133.1087508660275
1970-01-04 12:02:13.575122,41,38,133.57512210612418
1970-01-04 12:02:13.785312,315,244,133.78531242503595
1970-01-04 12:02:13.852615,834,18,133.85261529796642
1970-01-04 12:02:14.641933,1067,20,134.64193340995087
1970-01-04 12:02:14.738177,1475,327,134.73817719777162
1970-01-04 12:02:15.065512,351,300,135.06551220047052
1970-01-04 12:02:15.181632,683,375,135.18163169065033
1970-01-04 12:02:15.228703,570,308,135.22870294180993
1970-01-04 12:02:16.134710,5,163,136.13470996586707
1970-01-04 12:02:17.784512,137,205,137.78451154847528
1970-01-04 12:02:19.265638,1125,73,139.26563751762873
1970-01-04 12:02:20.349243,12,405,140.34924327464847
1970-01-04 12:02:21.029211,25,59,141.02921115504364
1970-01-04 12:02:21.214438,1465,2,141.21443761263558
1970-01-04 12:02:21.253103,41,329,141.25310252195743
1970-01-04 12:02:21.492173,32,77,141.49217345218128
1970-01-04 12:02:21.612983,1103,215,141.61298280758058
1970-01-04 12:02:21.677954,13,98,141.67795447084066
1970-01-04 12:02:21.703055,543,9,141.7030549860862
1970-01-04 12:02:22.294208,1097,10,142.29420828654338
1970-01-04 12:02:22.299462,361,448,142.2994623454042
1970-01-04 12:02:22.972470,311,6,142.97246995990554
1970-01-04 12:02:23.045125,1905,30,143.04512512977607
1970-01-04 12:02:23.083005,346,18,143.08300502388832
1970-01-04 12:02:23.125919,888,24,143.1259191031929
1970-01-04 12:02:23.635582,531,442,143.635581930781
1970-01-04 12:02:23.764279,747,16,143.76427862505105
1970-01-04 12:02:24.013722,46,159,144.0137221556717
1970-01-04 12:02:24.386302,78,127,144.3863019690223
1970-01-04 12:02:25.286900,35,221,145.28689972102433
1970-01-04 12:02:25.880475,929,15,145.88047486681455
1970-01-04 12:02:26.024548,908,993,146.02454802384867
1970-01-04 12:02:26.088990,1132,888,146.0889904871267
1970-01-04 12:02:26.115032,305,398,146.11503233225812
1970-01-04 12:02:26.279129,14,360,146.27912893534295
1970-01-04 12:02:26.418087,583,17,146.41808736323725
1970-01-04 12:02:26.696517,1619,59,146.69651683083484
1970-01-04 12:02:27.222113,497,11,147.22211289620716
1970-01-04 12:02:27.765883,369,23,147.76588261015348
1970-01-04 12:02:27.918296,794,497,147.91829556363166
1970-01-04 12:02:28.136772,284,394,148.13677236126279
1970-01-04 12:02:28.228135,1517,79,148.2281348922726
1970-01-04 12:02:28.938419,1225,62,148.9384185456955
1970-01-04 12:02:28.965174,311,323,148.96517415834893
1970-01-04 12:02:29.511009,533,10,149.51100884191297
1970-01-04 12:02:30.200479,1060,7,150.2004786602158
1970-01-04 12:02:30.887296,1071,2,150.88729594537563
1970-01-04 12:02:31.024587,1617,48,151.02458740988848
1970-01-04 12:02:31.238579,704,712,151.23857893021747
1970-01-04 12:02:31.643498,1901,3,151.64349808096165
1970-01-04 12:02:31.789136,1560,67,151.78913641486702
1970-01-04 12:02:32.000972,15,380,152.00097185539727
1970-01-04 12:02:32.101300,1604,14,152.10130015896956
1970-01-04 12:02:32.382863,289,6,152.3828632643854
1970-01-04 12:02:32.403726,399,8,152.4037263746074
1970-01-04 12:02:33.139003,315,27,153.13900310865174
1970-01-04 12:02:33.175611,1298,54,153.1756105871565
1970-01-04 12:02:33.510031,24,221,153.51003131477776
1970-01-04 12:02:33.677552,850,92,153.67755190481222
1970-01-04 12:02:34.071457,757,339,154.07145704373372
